Speaker Name,イン点,アウト点,文字起こし,色選択
石川,00:24:58:00,00:25:00:00,ナショナルガーデンススキームっていう,Violet
ライラ,00:25:02:00,00:25:04:00,聞いたことはチラッと,Rose
石川,00:25:04:00,00:25:05:00,普通の人が,Violet
石川,00:25:07:00,00:25:09:00,庭をオープンガーデンして,Violet
石川,00:25:09:00,00:25:13:00,それでそれを見て回れるようになってて,Violet
石川,00:25:14:00,00:25:16:00,1年に1回オープンするんですよ,Violet
石川,00:25:17:00,00:25:18:00,それでその,Violet
石川,00:25:19:00,00:25:22:00,ナショナルガーデンズスキーム団体が,Violet
石川,00:25:23:00,00:25:24:00,それをアレンジしてて,Violet
石川,00:25:25:00,00:25:26:00,それでだいたいこう,Violet
ライラ,00:25:26:00,00:25:28:00,誰かがこうなんか持ちながらこう,Rose
石川,00:25:29:00,00:25:30:00,リサーチしてるんですよ,Violet
石川,00:25:30:00,00:25:32:00,買ったらその本があって,Violet
石川,00:25:32:00,00:25:33:00,イエローブックってそれ買うと,Violet
石川,00:25:34:00,00:25:37:00,まあイギリス中で,Violet
石川,00:25:37:00,00:25:40:00,だいたい365インチどっか空いてるんで 見て回れるんですよ,Violet
石川,00:25:41:00,00:25:42:00,っていうのがあって,Violet
石川,00:25:43:00,00:25:45:00,でその 審査があるんですよ,Violet
石川,00:25:46:00,00:25:48:00,あーなるほど その基準は何か?,Violet
石川,00:25:48:00,00:25:52:00,基準はね 40分以上楽しめるだけのクオリティがあることになるんです,Violet
石川,00:25:52:00,00:25:55:00,すごい! 40分なんですね,Violet
石川,00:25:57:00,00:25:59:00,それでその ちゃんと審査を受けるから,Violet
石川,00:26:00:00,00:26:04:00,うちの庭 ナショナルガーデンズスキームに登録されてるっていうのが,Violet
石川,00:26:04:00,00:26:08:00,ガーデンナーにとってはちょっとしたステータスね。,Violet
石川,00:26:09:00,00:26:12:00,1年に1回だから、そんな負担でもないし。,Violet
石川,00:26:12:00,00:26:18:00,それでその1年に向かって、その1日に向かって1年間かけて作り込むから、,Violet
石川,00:26:19:00,00:26:20:00,すごいみんないい庭になって。,Violet
石川,00:26:22:00,00:26:25:00,それでその、イギリスでだから、イギリスに行くと、,Violet
石川,00:26:27:00,00:26:30:00,でかい公園とかよりも、個人の家の庭を見ても、,Violet
石川,00:26:30:00,00:26:31:00,うんうんうんうん,Violet
石川,00:26:32:00,00:26:33:00,そればっか見てるから,Violet
ライラ,00:26:33:00,00:26:38:00,逆に公園ではやらしいことを行ってるからね、今イギリスではね,Rose
石川,00:26:39:00,00:26:46:00,そうすると、イギリスの風景の印象が個人の庭でできてるってすごいなって,Violet
ライラ,00:26:47:00,00:26:48:00,確かに,Rose
ライラ,00:26:49:00,00:26:54:00,うちの近くでも年1回だけ門を開けて,Rose
ライラ,00:26:54:00,00:27:01:00,みんなに庭の桜を見せるっていう近所の人がいて,Rose
ライラ,00:27:01:00,00:27:02:00,そうなんですか?,Rose
ライラ,00:27:02:00,00:27:04:00,お屋敷?個人の庭ですね,Rose
ライラ,00:27:04:00,00:27:05:00,個人の庭です,Rose
石川,00:27:05:00,00:27:06:00,素晴らしいですね,Violet
ライラ,00:27:06:00,00:27:07:00,すごいなんか,Rose
石川,00:27:07:00,00:27:08:00,いいですね,Violet
ライラ,00:27:08:00,00:27:10:00,その人もすごい嬉しそうで,Rose
ライラ,00:27:11:00,00:27:12:00,いいですね,Rose
ライラ,00:27:11:00,00:27:14:00,やっぱり今ってあんま近所付き合いないから,Rose
ライラ,00:27:14:00,00:27:16:00,そこでお茶出したりとか,Rose
ライラ,00:27:16:00,00:27:20:00,網もらっていくみたいな感じでお話しして,Rose
ライラ,00:27:20:00,00:27:24:00,その人が多分近所の人と関われる,Rose
ライラ,00:27:26:00,00:27:29:00,媒介としてその桜を使ってるというか,Rose
石川,00:27:29:00,00:27:31:00,なるほど、いいですね,Violet
石川,00:27:32:00,00:27:33:00,そういうところにすごい興味ありますね,Violet
石川,00:27:34:00,00:27:37:00,庭ってやっぱりそういう人の繋がりを埋める,Violet
石川,00:27:38:00,00:27:39:00,メディアだと思うし,Violet
ライラ,00:27:40:00,00:27:41:00,ねー,Rose
ライラ,00:27:41:00,00:27:44:00,そうなんですよね,Rose
ライラ,00:27:44:00,00:27:49:00,私も今、がんばって実家に住んでるので一人で,Rose
ライラ,00:27:50:00,00:27:54:00,庭をどういう風に作っていくかっていうのを考えているので,Rose
ライラ,00:27:55:00,00:27:57:00,ぜひ今度先生のアドバイスを,Rose
話者5,00:27:57:00,00:28:14:00,ああ、ぜひぜひぜひぜひぜひぜひぜひぜひぜひぜひぜひぜひぜひぜひぜひぜひぜ,Lavender
話者5,00:28:16:00,00:28:19:00,街の造りでもいいですし、原宿という全体でもいいですし。,Lavender
石川,00:28:22:00,00:28:23:00,そうね。,Violet
話者5,00:28:27:00,00:28:28:00,まだ工事も続いてますしね。,Lavender
石川,00:28:29:00,00:28:41:00,やっぱり、ほんの数年なのに、来るたびにガラッと変わっているし、駅も変わっているし、,Violet
石川,00:28:42:00,00:28:43:00,相変わらず工事中で,Violet
石川,00:28:46:00,00:28:49:00,終わりが見えないのが逆にちょっとほっとしますね,Violet
石川,00:28:50:00,00:28:51:00,別になんかこう,Violet
ライラ,00:28:54:00,00:28:55:00,カオス感がね,Rose
石川,00:28:58:00,00:28:59:00,いつも変わってるから,Violet
石川,00:29:00:00,00:29:01:00,前と違うなみたいな,Violet
石川,00:29:02:00,00:29:03:00,戸惑ってるの俺だけじゃないんだと思って,Violet
ライラ,00:29:04:00,00:29:11:00,上から見ると結構迷ってる人も見えたりするし,Rose
ライラ,00:29:12:00,00:29:13:00,目印がない,Rose
石川,00:29:14:00,00:29:15:00,まあね,Violet
ライラ,00:29:16:00,00:29:17:00,ないですよね,Rose
ライラ,00:29:17:00,00:29:18:00,土地の,Rose
石川,00:29:21:00,00:29:23:00,でもでかい地形は残ってるし,Violet
ライラ,00:29:26:00,00:29:27:00,それは,Rose
石川,00:29:27:00,00:29:28:00,ちょっと安心しましたけどね,Violet
ライラ,00:29:29:00,00:29:31:00,先生が教えてくれた地形のアプリで,Rose
ライラ,00:29:32:00,00:29:33:00,スーパー地形で見てみたいですね,Rose
ライラ,00:29:33:00,00:29:35:00,スーパー地形で見てみたいですね,Rose
石川,00:29:35:00,00:29:37:00,スーパー地形ぜひ見てみてください,Violet
ライラ,00:29:37:00,00:29:39:00,絶対面白いと思う,Rose
ライラ,00:29:39:00,00:29:44:00,結構私Googleマップを見ながら電車移動とか見てるんですよ,Rose
ライラ,00:29:45:00,00:29:48:00,それは素晴らしいですよ,Rose
ライラ,00:29:48:00,00:29:51:00,どんな今土地を通ってるんだろうみたいな,Rose
ライラ,00:29:51:00,00:29:54:00,意外とそれをこの都会でやってないなって,Rose
石川,00:29:54:00,00:29:57:00,最近の学生は本当地図見ないですからね,Violet
ライラ,00:29:57:00,00:29:58:00,本当ですか,Rose
石川,00:29:58:00,00:30:00:00,みんなナビゲーションだけですね,Violet
ライラ,00:30:01:00,00:30:02:00,ダメですね,Rose
石川,00:30:03:00,00:30:09:00,毎年授業で何も見ないで山手線の,Violet
石川,00:30:09:00,00:30:11:00,路線図を描いてくださいってやるんですけど,Violet
石川,00:30:12:00,00:30:15:00,年を追うごとにめちゃめちゃになっていってますね,Violet
ライラ,00:30:16:00,00:30:17:00,今すごいですよ,Rose
石川,00:30:18:00,00:30:20:00,丸になってなくて閉じてないやつとかあるでしょ,Violet
石川,00:30:21:00,00:30:23:00,渋谷と東京逆とかにさらにありますよ,Violet
ライラ,00:30:24:00,00:30:26:00,へぇー,Rose
ライラ,00:30:26:00,00:30:27:00,そんなもんかいな,Rose
石川,00:30:29:00,00:30:30:00,地図見ないんですよ,Violet
話者5,00:30:30:00,00:30:31:00,山手線といえばもう,Lavender
話者5,00:30:33:00,00:30:35:00,なんとなく描けますけど,Lavender
ライラ,00:30:35:00,00:30:38:00,それは 私とか一人を避けなきゃいけないから,Rose
ライラ,00:30:41:00,00:30:44:00,持てない 法的ないから,Rose
ライラ,00:30:45:00,00:30:50:00,ある程度覚えて2個目で左とかそう,Rose
石川,00:30:51:00,00:30:53:00,そう今の若者がやらないですね,Violet
石川,00:30:54:00,00:30:55:00,できない,Violet
石川,00:30:58:00,00:30:59:00,はい,Violet
話者5,00:31:00:00,00:31:01:00,ありがとうございます,Lavender
話者5,00:31:03:00,00:31:04:00,僕らはこのお話でした,Lavender
話者5,00:31:06:00,00:31:09:00,2人に来ていただいて本当に良かったです,Lavender
石川,00:31:09:00,00:31:10:00,はい,Violet
石川,00:31:10:00,00:31:11:00,ありがとうございます,Violet
石川,00:31:12:00,00:31:14:00,私もとっても良い出会いを頂いて本当に良かった,Violet
石川,00:31:14:00,00:31:15:00,本当良かった,Violet
ライラ,00:31:15:00,00:31:18:00,また先生と何かご一緒できたらいいね,Rose
ライラ,00:31:19:00,00:31:20:00,後で飯を差し上げます,Rose
ライラ,00:31:23:00,00:31:27:00,いい感じで僕も2人の名前がこうなった時には,Rose
話者5,00:31:27:00,00:31:30:00,うーん、本当,Lavender
話者3,00:31:57:00,00:32:00:00,番組ありますので、ぜひお二人また別の何か考えてね。,Lavender
ライラ,00:32:00:00,00:32:01:00,あー、ぜひぜひ。,Rose
話者3,00:32:02:00,00:32:05:00,お聞き続き、今日の番組に行っていただければ、,Lavender
話者3,00:32:05:00,00:32:06:00,お嬢いです。,Lavender
ライラ,00:32:06:00,00:32:07:00,いや、面白いと思う。,Rose
話者5,00:32:07:00,00:32:08:00,いつですか放送?,Lavender
話者5,00:32:08:00,00:32:09:00,3月4日。,Lavender
話者5,00:32:09:00,00:32:10:00,3月4日。,Lavender
話者5,00:32:10:00,00:32:12:00,予定では3月4日。,Lavender
話者5,00:32:12:00,00:32:16:00,3月4日なので、ちょっとプロフィールの出たこともいろいろいろな…,Lavender
話者5,00:32:16:00,00:32:17:00,そうそう、お二人のプロフィール。,Lavender
ライラ,00:32:18:00,00:32:19:00,あ、はい。,Rose
話者5,00:32:18:00,00:32:22:00,ホームページに写真と一緒にお名前とプロフィールぐらいは出るんですよ。,Lavender
ライラ,00:32:22:00,00:32:23:00,何文字ぐらいですか?,Rose
話者5,00:32:23:00,00:32:26:00,あー、ちょっとね、こっちで原稿案作って送るので、,Lavender
話者5,00:32:26:00,00:32:28:00,情報が合っているかどうか?,Lavender
ライラ,00:32:29:00,00:32:30:00,そうですか?,Rose
ライラ,00:32:29:00,00:32:33:00,私も100文字、200文字、300文字っていいって,Rose
ライラ,00:32:34:00,00:32:35:00,用意はしてるので,Rose
話者5,00:32:35:00,00:32:36:00,文字数って制限ある?,Lavender
ライラ,00:32:37:00,00:32:38:00,あれば,Rose
ライラ,00:32:37:00,00:32:38:00,それを,Rose
ライラ,00:32:41:00,00:32:42:00,200文字ぐらい,Rose
ライラ,00:32:43:00,00:32:45:00,200文字ぐらい,Rose
ライラ,00:32:45:00,00:32:46:00,ある?,Rose
ライラ,00:32:45:00,00:32:46:00,あります,Rose
ライラ,00:32:46:00,00:32:48:00,じゃあ、お二人にそれをもらおう,Rose
ライラ,00:32:49:00,00:32:51:00,プロフィール写真ですか?,Rose
ライラ,00:32:51:00,00:32:52:00,プロフィール写真?,Rose
ライラ,00:32:55:00,00:32:56:00,今日撮ったやつ,Rose
ライラ,00:32:57:00,00:32:58:00,今撮りましょうか?,Rose
ライラ,00:32:59:00,00:33:00:00,オリーブの前で,Rose
ライラ,00:33:02:00,00:33:03:00,ありがとうございます,Rose
話者5,00:33:03:00,00:33:06:00,お疲れ様です,Lavender
話者5,00:33:07:00,00:33:08:00,ありがとうございました,Lavender
石川,00:33:10:00,00:33:11:00,大阪から参加してるのすごいわ,Violet
話者5,00:33:12:00,00:33:14:00,今は大阪なんですけど,Lavender
ライラ,00:33:15:00,00:33:17:00,前は東京でしたよ,Rose
話者5,00:33:17:00,00:33:20:00,お会いした時東京でしたもんね,Lavender
話者5,00:33:20:00,00:33:22:00,その後カナダにずっと進み始めて,Lavender
話者5,00:33:24:00,00:33:28:00,今帰ってきて、次またスペインに住むんですか?,Lavender
話者5,00:33:29:00,00:33:30:00,うらら!自由だな,Lavender
ライラ,00:33:31:00,00:33:32:00,うららって,Rose
話者5,00:33:34:00,00:33:35:00,自由だな,Lavender
話者5,00:33:35:00,00:33:40:00,次に本当に出ていただくってなったら、その時スペインからのリモート参加に?,Lavender
ライラ,00:33:40:00,00:33:43:00,だったら一番面倒くさい時間にしましょう,Rose
ライラ,00:33:44:00,00:33:45:00,意地悪しちゃいましょう,Rose
ライラ,00:33:46:00,00:33:49:00,カナダの時もね、夜中によく出てます,Rose
石川,00:33:49:00,00:33:50:00,スペイン4時とかさ,Violet
ライラ,00:33:51:00,00:33:54:00,スペイン朝の酔っちゃったここの昼だから,Rose
ライラ,00:33:55:00,00:33:57:00,イベントそうなるの,Rose
ライラ,00:34:00:00,00:34:01:00,ありがとうございました,Rose
石川,00:34:02:00,00:34:03:00,ありがとうございました,Violet
石川,00:34:03:00,00:34:04:00,よかったな,Violet
話者5,00:34:08:00,00:34:10:00,4発をあえて作った話は本当に面白かったし,Lavender
話者5,00:34:10:00,00:34:12:00,何にでもハマる気がしました,Lavender
話者5,00:34:13:00,00:34:14:00,という人によって,Lavender
話者5,00:34:16:00,00:34:17:00,今の人にとって,Lavender
ライラ,00:34:19:00,00:34:24:00,そうAIは余白なくしちゃってるからね,Rose
石川,00:34:25:00,00:34:30:00,余白を無くしてその方向に技術が進化してからね,Violet
ライラ,00:34:34:00,00:34:35:00,頑張ってる,Rose
話者4,00:34:39:00,00:34:41:00,お疲れ様でした,Lavender
話者4,00:34:41:00,00:34:42:00,"Oh, God.",Lavender
ライラ,00:35:22:00,00:35:25:00,ねえです多分ここにありますねサイズが,Rose
石川,00:35:26:00,00:35:27:00,MTシャツをいかがですか,Violet
ライラ,00:35:28:00,00:35:29:00,いくらだっけ,Rose
ライラ,00:35:35:00,00:35:36:00,Tシャツいくらだっけ,Rose
ライラ,00:35:39:00,00:35:40:00,3740円です,Rose
ライラ,00:35:40:00,00:35:46:00,37人で キーサー自分かをありがとうございます m ですかね先生,Rose
ライラ,00:35:47:00,00:35:51:00,8ねえいるですね l あっはいちょうどがスイッチ l 素晴らしい,Rose
ライラ,00:35:54:00,00:35:58:00,おります 変わらずに俺なぁ,Rose
ライラ,00:35:59:00,00:36:01:00,じゃ買ってくれたお礼,Rose
ライラ,00:36:03:00,00:36:07:00,4 ありがとうございますのストライドクラブっていう,Rose
ライラ,00:36:07:00,00:36:10:00,みんなが作っているありがとうございます 素晴らしい,Rose
話者4,00:36:10:00,00:36:11:00,バイセンもやってるんで,Lavender
石川,00:36:13:00,00:36:14:00,いい匂いしますね,Violet
話者4,00:36:15:00,00:36:19:00,ここでコーヒーの香りを取っているのは 今日はだいぶいい匂いです,Lavender
石川,00:36:20:00,00:36:24:00,やったばっかに 今できたても惜しいですよ,Violet
話者4,00:36:26:00,00:36:28:00,これは新しいシリーズだ,Lavender
ライラ,00:36:28:00,00:36:30:00,ねえ なんかすごいラベルが,Rose
ライラ,00:36:31:00,00:36:35:00,誰が作ったのラベル,Rose
ライラ,00:36:36:00,00:36:40:00,あそういうことかやっぱすごい人工夫あるなぁと思って,Rose
話者5,00:37:05:00,00:37:06:00,お、いちご?,Lavender
石川,00:37:20:00,00:37:22:00,いい場所だったな,Violet
話者5,00:37:22:00,00:37:23:00,良かった,Lavender
話者5,00:37:23:00,00:37:29:00,お二人の共通点が結構あるなというふうに聞きました,Lavender
話者5,00:37:32:00,00:37:34:00,ありがとうございます,Lavender
