Speaker Name,イン点,アウト点,文字起こし,色選択
藤井,00:28:52:17,00:28:56:56,個体情報って私の認識だとフォルマント成分とか 多分フォルマントつまり手話数の倍音構造とか 出てるこういうのコア色ってそうじゃないですか 音色というか手話構造というか それは多分共鳴する構造 つまり一言で言うと体みたいな その個体が持っている体の特徴が 遺伝子も違えば環境も違って 個体としての体の出来声が多分 違うんで響き声に影響してそうなっているのかなって 思ったりしてるんですけど,Rose
藤井1,00:28:57:01,00:29:00:25,それも。,Lavender
藤井,00:29:00:30,00:29:36:21,その部分ももちろんありますよね。 ワンはそういう意味で識別してるっていう,Rose
相馬,00:29:36:26,00:29:41:59,それとカラスはどれを学習でやっているかわからないんですけど 私たちがやっている鳥とかだとお父さんから受け継いで習うので それもありしとか色々 そうですね、でもだってよくあるじゃないですか 電話取ったらお母さんなのか娘なのかわからないみたいな声そっくりっていう,Violet
藤井1,00:29:42:04,00:29:46:46,そういう意味で、それ。,Lavender
相馬1,00:29:46:51,00:29:49:00,が。,Lavender
相馬1,00:29:49:05,00:29:56:06,分からないですと。,Lavender
相馬,00:29:56:11,00:30:09:13,確かに でもそれって、つまり遺伝的に体が似てるからそうなのか つまり正道器官の構造とか 人間の場合でも両方じゃないですか、喋り方とかも似てくるから、親子とかだと,Violet
相馬,00:30:09:18,00:30:15:15,まあそうですね ちょっと関西弁入ってる感じなのが、そっくりだなとか,Violet
藤井,00:30:15:20,00:30:30:33,まあそっか、喋りの癖とかもね 喋りの癖とか、娘と似てるとか 確かに娘と似てるとかね はい そうそう、だから、この間一番直近で、夫人さんとメールを交わしたのは はい はい,Rose
藤井1,00:30:30:37,00:30:34:39,です。,Lavender
相馬,00:30:34:44,00:30:39:10,コウノトリの話の質問をしましたよね。 コウノトリはくちばしが長いしほど早いんだけど、 これドラム叩くのと関連で何かわかりませんか?っていう話を、,Violet
相馬1,00:30:39:15,00:30:42:55,メールを交わした時の。,Lavender
藤井1,00:30:43:00,00:30:44:40,こと。,Lavender
藤井,00:30:44:44,00:30:50:37,私が、むちゃくちゃ無理をやさらなかった,Rose
相馬,00:30:50:42,00:30:53:37,私がまた無茶ぶりを、でもさ、なんか… で、私がそのコウノトリについて気になってたのは、 あれなんですよ、ああいう叩く音にその個体情報が乗っかってるかっていうのが気になってて。 だって音声の声って、個体情報が乗りそうじゃないですか。 どう考えても。 そうそうそう。 カタカタやってて、 口ばし同士で打楽器的に出している音に 個体情報が乗るんだろうかっていうのを考えてくると、 っていうのを考えたせいで、 ちなみにあの研究、おかげさまでちゃんと出ました。,Violet
相馬1,00:30:53:42,00:30:57:35,考え。,Lavender
相馬1,00:30:57:39,00:31:07:52,そうですね。,Lavender
藤井1,00:31:07:57,00:31:16:40,面白そうだ。,Lavender
藤井1,00:31:16:45,00:31:24:50,けど。,Lavender
藤井,00:31:24:55,00:31:35:03,おめでとうございます 論文なりになっちゃいました。 素晴らしい ちっちゃい。 その理由もあたって、くちばしが長いほどテンポが速いんですよねって方が出すのが 何ですか何ですか,Rose
藤井1,00:31:35:08,00:31:37:52,応募は。,Lavender
相馬1,00:31:37:57,00:31:39:59,その人。,Lavender
藤井1,00:31:40:04,00:31:41:31,の。,Lavender
相馬,00:31:41:36,00:31:47:11,くちばしをパカパカする、出すとか 簡単な話なんです くちばしが長い方が同じ、例えば小石をつまむぐらいの開口部だとするじゃないですか 先端が、あれって魚食べるためのくちばしなので、そうすると長い方が角度は小さい。,Violet
相馬1,00:31:47:16,00:32:01:45,そう。で、簡単なんじゃ？後同じ。,Lavender
相馬,00:32:01:50,00:32:10:34,なるほど。 だから、角速度的に同じくらいだった場合には、長いやつの方が、 あの、その、だからその、私たちが確かめられてないのは、角度がどうかってのは分かってないんですけど、 多分同じぐらいの皆、開口部の先っぽは同じぐらいの何センチとかだとしたら,Violet
相馬1,00:32:10:39,00:32:14:12,長い方が小さい。,Lavender
藤井1,00:32:14:17,00:32:17:10,なるほど。,Lavender
相馬,00:32:17:14,00:32:35:19,なるほど 角速度的には皆同じだった場合 だから、長い菜箸とかやってるか すごく短いトングとかやってるかみたいな ので、店舗の違いが出るんじゃないかっていう,Violet
藤井1,00:32:35:24,00:32:36:53,なるほど。,Lavender
相馬1,00:32:36:58,00:32:41:50,加速度的に同じ。,Lavender
藤井,00:32:41:54,00:32:51:20,ちょっと質問していいですか 重さとかどうなんですか つまり長くて重い方がいいのか 長くて軽いやつと長くて重いくちばしとか 基本的にはあるって,Rose
相馬1,00:32:51:24,00:32:57:53,ですね。,Lavender
藤井,00:32:57:58,00:33:09:04,基本的にはあれって、そのまま長さに重さが比例するんじゃないかなと思ってるんですけど 長さに重さが比例するんじゃないかなと思ってるんですよ はいはいはいはい そうなんですよ 重かったら多分そのトルクというか 力は分からなくて,Rose
相馬1,00:33:09:09,00:33:12:15,のの。,Lavender
相馬,00:33:12:20,00:33:21:34,そうなんですよ、力は分からなくて 例えばパンと落とすというか くちばしを重さで閉じるときに早く閉じそうというか パンと落とすと、口ばしを重さで落とすときに早く落とすときに そうなんですよね はい そうなんですよね だから、彼らがその、なんていうのかな 口ばしを挟む力がどれだけあるかちょっと分からないんですけど,Violet
藤井,00:33:21:39,00:33:28:51,あのーこっちね,Rose
相馬,00:33:28:56,00:33:38:09,はい あのーそれってもう世界最速ドラマと一緒ですよ 一緒ですよ えっ、本当ですか? 本当 あのー彼らがわざわざね世界記録の1分間に1200回出した直後ぐらいに いや、そう,Violet
藤井1,00:33:38:14,00:33:41:48,それって世界。,Lavender
藤井,00:33:41:53,00:34:07:21,実験に来てもらってインタビューとかした時に めっちゃね長くて重いスティック使ってるって 長くて重いスティック使って かつそのアンプリチュードっていうかをちっちゃくするっていう だからそのくちばしのこうなんですよね 長いんだけど 長い奴は開口部が狭いみたいなのと同じ構造が起こっている そこの回転するところをさらにこう 小さくしてかなり細かくリバウンド運動を繰り返す 長くて重いのをそれでやるっていうのが一番できるんだって言ってて,Rose
藤井1,00:34:07:25,00:34:12:21,升長いんだけど。,Lavender
相馬,00:34:12:26,00:34:25:36,でもそれを支えるにはやっぱり、神経的なっていうのと筋肉的な意味で 優れていないとできないから、その人世界最速だっていうこと。,Violet
相馬1,00:34:25:40,00:34:29:31,それを支える。,Lavender
藤井,00:34:29:36,00:34:35:42,多分その物の特性自体を活かすために そこに最適な神経信号から発せられる筋制御というか 筋からスティックに関節運動を返してトルコを加えるんですけど かなり適切にその道具とマッチした周期で力を加え続けるというか でもそれがかなり無駄のない本当にここだというタイミングで 綺麗に入っていくというか そこに多分物性というかスティック自体も 早く動くような特性をできるだけ経験に基づいて それに至ったのかもしれないですけど,Rose
相馬,00:34:35:46,00:35:12:12,じゃあドラマーの方っていうのは自分のお気に入りのスティックじゃないとやっぱり嫌なんですね そうですか その通りです,Violet
藤井,00:35:12:17,00:35:19:54,藤沢月持ち歩いてるのもお気に入りの 藤下月も持ち歩いてるのもお気に入りの めっちゃねよくぞ聞いてくれました 同じ型番のやつでも一個ずつ違うんですよ つまり多分木から作ってるんで 木の木目とか材質っていわゆるカテゴリー的に一緒でも全部違うんですよ,Rose
藤井1,00:35:19:59,00:35:22:45,その。,Lavender
相馬1,00:35:22:50,00:35:23:41,全てを。,Lavender
藤井1,00:35:23:46,00:35:24:40,我々。,Lavender
相馬1,00:35:24:45,00:35:25:47,君の。,Lavender
藤井1,00:35:25:52,00:35:30:49,車読む時また同じね。,Lavender
藤井1,00:35:30:54,00:35:36:47,この時間。なので頭から作ってるんで。,Lavender
藤井,00:35:36:52,00:35:42:07,自分の中に体の一部みたいな感じにあるからっていうこと もう完全なる一部ですよ。転がすんですよ。スティック転がしたりとか。,Rose
相馬,00:35:42:12,00:35:49:22,買いに行くとき、もしも買いに行かなきゃってなった場合には 楽器屋さんとかですごい選ぶわけですか?,Violet
藤井,00:35:49:27,00:35:54:21,選びますね。特に最初ののめっちゃ選んでました。 まあ、ほとんど慣れると何でも良くなってくるっていう一面もあるんですけど。 でもねやっぱりその中でも自分の体にしっくりくるやつっていうのは常にあるので お気に入りのやつありますよ,Rose
相馬1,00:35:54:25,00:35:58:25,もしも。,Lavender
相馬1,00:35:58:30,00:35:59:44,です。怖いです。,Lavender
藤井1,00:35:59:49,00:36:03:30,選ぶを選びますね。,Lavender
藤井,00:36:03:35,00:36:16:14,なるほど、やっぱりレスポンスみたいなのが違ってた 違いますねなんか感覚が変わるっていうか 実際音も変わるんですよ つまり最終的に例えば楽器とかドラムが鳴ってるのはドラムの銅とかが,Rose
藤井,00:36:16:18,00:36:22:58,なるほど 膜にエネルギーを身体が与えるのでなるんですけど 接しているのがスティックなので、スティックがどうなっているかがまず大事で、 材質によって響き方が全然違うんですよね。,Rose
藤井,00:36:23:03,00:37:11:35,材質によって響き方が全然違うんですよね そのスティックの握り具合でも響き方が、スティックの鳴りが変わるので、 そのスティック自体をどの材質でどう鳴らしているかがそのまま音色に変わるので、 その人のその音を作るにはまずスティックだし、 そのスティックをどう持つかっていう体だし、 さっきの話じゃないけど、その体自体も人によって全然違うんで、 どういうエネルギーをどういうストロークでどうやって加えるのか その時系列をどうやって作るのかっていうのがもう あなたですみたいな さっきのリズムに個体情報が乗るのかっていうのは もう究極のドラマにとってはそれですね 究極の問いっていうか,Rose
藤井,00:37:11:40,00:37:20:02,だからドラマとしての藤井さんからすると わかります?やっぱり聞いて… めっちゃわかります 最近その研究してて 先駆けてそれやってるんですよね,Rose
藤井,00:37:20:07,00:37:24:18,本当に? そうなんですね あのね、個体情報、いや面白いのが、熟練ドラマの時系列情報をギザバーっていう神経回路に学習させるってことをしてて、,Rose
相馬,00:37:24:23,00:37:26:29,個体情報も載る,Violet
相馬1,00:37:26:34,00:37:30:23,本当に。,Lavender
相馬1,00:37:30:28,00:37:33:44,その。,Lavender
藤井,00:37:33:49,00:37:40:05,そうしたらパラメータ変えると、めちゃめちゃリズムマシーンのような機械的な一切揺らがないのも出たりとか、 結構熟練ドラマに近い揺らぎをするやつとか もっともっと揺らぎすぎないやつとか いっぱい出てくるんですよね、パラメータによっては 脳の中のガンマ波の揺らぎなのか シーター波の揺らぎなのか いろいろ全体をリズムで揺らす方を変えると 出てくるリズムが全部変わるんですけど 面白いのは聞いた感じが なんかね、ちょっと個性を感じたりとか ちょっとクリエイティビティ感じたりとか 全然揺らがないと聞くと明らかにこれ機械だなっていうふうに思ったりとか,Rose
相馬,00:37:40:10,00:38:29:51,やっぱり、基本的にドラムって音楽のビートみたいなところを作ってるじゃないですか。 だからあれって機械でもできるけれども、ヒューマンがやるのは規則的なんだけど、ちょっとだけその個性みたいな揺らぎみたいな部分が入っているということですか?,Violet
藤井,00:38:29:56,00:38:38:48,そうですそれがマイクロタイミングって呼ばれるんですけど そのマイクロタイミングのやつがランダムじゃなくて構造があるって言われて 例えばフラクタルみたいな F分の1みたいな 長期にすごい相関があるとか あるいは私の予想だと その揺らぎ方が 身体情報を反映していて その身体からだと 身体がどう動いている パターンがあるってことですか そうですね,Rose
藤井1,00:38:38:48,00:38:39:44,は。,Lavender
相馬1,00:38:39:49,00:38:41:20,そう。,Lavender
藤井1,00:38:41:24,00:38:42:13,面白そうな。,Lavender
相馬1,00:38:42:13,00:38:43:58,個性。,Lavender
藤井,00:38:44:03,00:39:11:05,パターンがあるってことですね 多関節で その関節全体から末端が そういうふうに ドラムを打倒するので 必ず全てのコーディネーションの影響が 全部出ているんですよね 脳と身体から紡ぎ出される構造というのは ランダムじゃなくて 多分身体が持っている生態的な制約を受けた上での パターンが出ていると思っていて 多分人間の脳は結構賢くて ある時系列を聞いた時に逆分解して 単なる音の時系列配置でしかないんですけど それを発した個体の生物学的な情報 特に体とかそれを形作る神経情報とかを おそらく無視的に分解して累推してるんじゃないかなって,Rose
藤井,00:39:11:10,00:39:54:28,なるほど。 どっかから行くとそれがアイデンティティとか あるいはそれが今までの自分の記憶と照らし合わせた時に 何か新しいとかあるいはこの人が以前に聞いたやつにやっぱり聞こえる この人にしか聞こえないとかね そういうことを結構単なるリズムの中にも 結構累推しながら言ってるんじゃないかなっていう 身体情報の秩序性みたいなのが 多分音声の時系列情報に出てるような気がしてますね,Rose
藤井1,00:39:54:32,00:40:18:09,後からそれがある。それは今までの自分の記憶に何かとか、あるいはこの人が以前頭にやっぱりこの聞こえないね、音、そういうことを単なるリズムの中にも類推してるんじゃないかなっていう。,Lavender
相馬,00:40:18:14,00:40:25:27,それって、でもそれは人に備わってるってすごくないですか? すごいんですよ いや、あの、だから、私は今聞いても、私、なんか、私それ聞いても、聞き分けられる自信はないんですけど、 本日は全然私、多分ダメだと思うんですけど、だけど、ポテンシャルとしては、人間はそれができる能力があるって、すごくないですか。 すごい。なんか、要不要論的な、いるか要らないかといったら、そんなの多分、いらなさそうなのに、そこまでできるってすごいですね。,Violet
相馬1,00:40:25:32,00:40:28:02,それでそれ。,Lavender
藤井1,00:40:28:07,00:40:34:16,すごいすごいんですよ。,Lavender
相馬1,00:40:34:20,00:40:38:53,それ。,Lavender
相馬1,00:40:38:57,00:40:44:49,を思うですけど。,Lavender
藤井,00:40:44:53,00:40:59:06,めっちゃすごいですよ あのね私は最近読んだね論文の中に書いてあったんですけど プラトンっているじゃないですか ギリシャのプラトンがリズムの語源の ルトモスっていう言葉について言及してて ルトモスって言葉初めに使ったのは 音楽的に使ったのか その前はデモクリトスって人が使ってるらしいんですけど,Rose
藤井,00:40:59:11,00:41:25:57,すごいどんどん深くなってきますね 普段の研究でプラントを呼ぶことは私はなかった プラトン読んでたんですよこの間 面白いこと書いてあって つまり人間というのはわちゃわちゃしている つまり若い時は特にわちゃわちゃしているみたいなことが書いてあるんです でも人は他の動物と違って神から授かったものがあって それは秩序性を形作るような脳とか身体を持っているようなことが書いてあるんですよね その音の肯定の秩序っていうのが ハルモニアって言われるらしくて そうじゃなくて 身体から紡ぎ出される秩序のことを リュトモスと呼びましょうと 神から与えられた人間の脳と体が持っている秩序性 ハルモニアとリュトモスから紡ぎ出されるものが 歌と舞であるっていうかダンスであるって書いてあって すごい すごいなんだ それが人を人たらしめている根源である 書いてあって なるほどね,Rose
相馬1,00:41:26:01,00:41:27:45,どんどん深くなってきますね。,Lavender
話者 1,00:41:27:57,00:41:32:07,そう。,Lavender
藤井1,00:41:32:12,00:42:12:29,読んでることがあって、つまり音ね。人間の人間というのは特に間違った。でも人は他の動物と違って何かあったものがあって、それは秩序をようなので持ってるわけですね。その皇帝っていうのはハルモニアっていうそうじゃなくて、身体が秩序をと。,Lavender
藤井,00:42:12:34,00:42:29:18,なるほど、確かにそんな気はします だからすごいとおっしゃったのは なんかプラトンと同じことを 相馬先生は言ってるな,Rose
藤井,00:42:29:23,00:42:33:55,そんなことないですよ、そんな言ってないですよ、私は 言ってないですよ,Rose
相馬,00:42:34:00,00:42:37:07,言ってないですよ、先生 何も私は大したこと言ってない,Violet
藤井,00:42:37:11,00:42:44:49,そうなんですよ へー、そうなんですね、へー、すごい でも鳥もでもできるんじゃないんですか それは違うんですか 鳥は歌を学習するじゃないですか そこに秩序というかハルモニアというか まあ学んでるじゃないですかその音声の地図書というか,Rose
藤井1,00:42:44:54,00:42:49:14,そうな。,Lavender
藤井1,00:42:49:18,00:42:57:26,でも誰もそれは違うん。本当は学習する前。,Lavender
相馬,00:42:57:31,00:42:58:47,鳥は、人間は音楽やる時に、やっぱりちょっとした揺らぎがあると、少し芸術性が高くなるみたいな部分ってあるじゃないですか。 鳥は逆で、揺らぎゼロの方がモテるんですよ。,Violet
相馬1,00:42:58:52,00:43:00:09,そう。,Lavender
藤井1,00:43:00:13,00:43:04:02,学んでいるじゃないですか。音声の秩序か？,Lavender
相馬,00:43:04:07,00:43:17:03,ほうマジですか 私たちがやっている鳥は、基本的に鳥が歌うと、オスが歌ってメスに求愛する場合は、練習の時は揺らぎがめっちゃ多いんですよ。,Violet
相馬1,00:43:17:08,00:43:22:28,が持ってるんです。だからどう。,Lavender
藤井1,00:43:22:33,00:43:23:00,するんです。,Lavender
相馬,00:43:23:00,00:43:32:06,練習の時ね 自分一人でカラオケ練習だったけど、メスがいた瞬間、揺らぎがかなりなくなる。 そうすると、鳥の場合は、ゆらぎゼロの方がメスからすると、いつも完璧みたいな。,Violet
藤井1,00:43:32:10,00:43:35:29,が、練習の時に。,Lavender
相馬1,00:43:35:34,00:43:40:59,自分で身体。,Lavender
藤井,00:43:41:04,00:43:42:30,なるほどね。うわ、この人完璧みたいな。,Rose
相馬,00:43:42:34,00:43:49:55,そう、だから動物のコミュニケーションはどっちかってそっちかなと思って、 いかに完璧っていうか、いつも同じものが出せるかみたいな、 定型性に対する選択圧みたいなのがかかってる。 人間はそのさらに上に行っちゃって、定型性がガッツリあるんだけど、 それにさらにちょっと芸術性も足されるみたいなことをやってます,Violet
藤井1,00:43:50:00,00:43:51:18,ことね。,Lavender
相馬1,00:43:51:23,00:43:57:25,みたいな。,Lavender
相馬1,00:43:57:30,00:44:07:39,完璧っていうか、いつも同じものが出せるみたいな生活がかかって、上に行っちゃって。,Lavender
藤井,00:44:07:45,00:44:09:19,ちょっと聞きたいんですけど、どんどん話ばかり盛り上がっちゃう。 最近、ラットインプスっていうバンドの 山口さんってドラマーの人と一緒に研究してて 山口さんはジストニアっていうね 足の演奏をする時に演奏できなくなるっていう 疾患があるんですよ どういうこと?もう一回,Rose
相馬1,00:44:09:23,00:44:14:52,それに研ぎ澄まされるみたいな。,Lavender
藤井1,00:44:14:57,00:44:20:23,時間って。,Lavender
藤井1,00:44:20:28,00:44:21:36,ラップバンド。,Lavender
話者 1,00:44:21:40,00:44:22:16,の。,Lavender
相馬,00:44:22:21,00:44:39:41,もう一回、筋肉か何かの疾患?神経ですかね? 今のところは神経疾患 あとですね 筋ジストロフィーみたいなそういうやつではない? 足が動かない?,Violet
相馬1,00:44:39:46,00:44:41:40,神経系ですかね。,Lavender
藤井,00:44:41:41,00:44:44:24,専門用語だと動作特異性局所性ジストニア,Rose
相馬1,00:44:44:28,00:44:45:19,があっ。,Lavender
相馬,00:44:45:22,00:44:50:08,特定の動作だけができない?,Violet
藤井,00:44:50:13,00:44:56:04,動作特異性っていうのは つまりある特異的な動作の時に限って症状が起こると 例えばドラムだと足でバスドラムって叩くんですけど その動作する時だけ起こるんですよ だから他の動作の時は起きない,Rose
相馬1,00:44:56:09,00:44:58:12,のっていうのが。,Lavender
藤井,00:44:58:17,00:45:18:20,それって運動選手のイプスみたいなのとは違う? そうですよくよく近いものだと言われますね 動作得意的っていう 動作得意的という。 局所性っていうのはある体の一部分に起こる 山口さんの場合だと右足の足だけに起きるんですよね それがなんかね ご本人の話聞いてると さっきの完璧に演奏するっていうのは かなりあるらしくて 大きなすごいバンドでかっこいいショーを成立させるには ミスれないんですよ ミスれなくて 例えば正確に演奏するためにメトロノムを聴いたりとか 他のステージ演出と合うように 絶対ミスれないという環境でどんどん演奏するんですけど ひょっとしたらそれに対して脳と体が過度に適応する だからクラシックの例えばミュージシャンにもやっぱり古典的に多いと言われてて つまりこの楽譜で決められたここのこういう演奏をミスせずに この通りにやるとやった方が評価が上がるんじゃないかっていうのを再現できるようにやるっていう そうするとそういう病気になったりするんですけど いやまだ議論はありますけどね それと反転そのなんかこう別にちょっと余裕が再現性じゃなくパーフェクトじゃなくてもいいっていうか クリエイティビティ発揮しちゃって ちょっと違うことやっちゃってもいい どちらかというとちょっとジャズとか,Rose
藤井1,00:45:18:25,00:45:22:34,よく言われる。,Lavender
藤井1,00:45:22:39,00:45:41:26,局所っていうのがあるから、自分右足足で起きるんですよね。何か人の話と関連する話て。,Lavender
不明,00:45:41:30,00:45:48:03,もちろんすごいバンドで特異性を。,Lavender
藤井1,00:45:48:08,00:45:59:17,見せないなくて、正確に。,Lavender
藤井1,00:45:59:22,00:46:32:03,伝わるように全体のこうするんですけど、ひょっとしたら。に適応する暮らし、例えばミュージシャンにって。つまりこの楽器で決められたこういう演奏を見せずに、この人やるといいでやった方があるんじゃないかっていうのを再現できるようにやるっていうですけど、またの話ですけどね。,Lavender
藤井,00:46:32:08,00:46:44:04,私も今ジャズだったらそれ起こらないのかなと思った そうなんですよ ジストニアは結構ジャズの人は起きにくいんじゃないかっていう そういう言説もあったりとかするんですけど でも鳥の世界だとね パーフェクトがモテるっていうのは今聞いて何か,Rose
相馬1,00:46:44:09,00:46:45:40,でしょう。,Lavender
藤井1,00:46:45:44,00:46:48:16,そうなん。,Lavender
相馬,00:46:48:21,00:46:59:02,そうですね 鳥はそこまでフィードバックを気にしてない 聴覚フィードバックは入っていると思うんですけど どのくらい鳥が自分の例えば コミュニケーションしている相手のフィードバックを入れているかって 人間はやっぱり他者がやっぱ気になるっていうか 他者ね 他者ね そうそう,Violet
相馬1,00:46:59:06,00:47:03:30,そこまでしない。,Lavender
相馬1,00:47:03:35,00:47:08:48,けど、それが自分の。,Lavender
相馬,00:47:08:53,00:47:13:23,そうね社会ね うん そうね社会に そうですよね広く言うとね 自分への評価とか人の耳を意識するとか 鳥居はそこまでやってんのかな うーんやってんのかな,Violet
相馬1,00:47:13:28,00:47:20:17,気になるっていうか。,Lavender
相馬,00:47:20:22,00:47:29:13,群れとかないんですか? うん ありますけどどうなのかな いやうーん 人間ほど、自分の評価があったり、聴覚フィードマックは入っていると思うんですけど,Violet
相馬1,00:47:29:18,00:47:33:41,やってる。,Lavender
藤井1,00:47:33:46,00:47:36:39,とか。,Lavender
相馬1,00:47:36:43,00:47:41:43,どうなのかな。,Lavender
藤井1,00:47:41:47,00:47:44:35,人間的にして。,Lavender
藤井,00:47:44:40,00:47:49:57,なるほどね え、それが ちょっと待って、もういろいろ質問したいことある まずトリニジストには起きるんですか つまり、疾患とか起きるんですか,Rose
藤井,00:47:50:02,00:47:56:28,あんまり起こらないと思います。 あんまり起きないと思いますか 鳥で言われているのは,Rose
相馬,00:47:56:33,00:48:02:27,鳥で言われているのは、私が知る限りでは、鳥ってそもそもあまり神経症的なのも見にくいんですよ。 たぶん一番言われているのは、オウムとかでストレスがあまりかかりすぎると、そうすると毛引き症って言って毛を引っこ抜いちゃうみたいな。 のあるんですけど、そのぐらいかな、私がいわゆるそういう、なんか、 でもね、そうっ、 奔走に乗らないようなこと言っちゃった。 でも鳥って時々、若いオスってすごく、なんか、若いオスって、シャイな場合があって、 だから、そのなんか、その疾患的にダメとか言うんじゃなくて、 大人のメスにちょっと求愛できないからお母さんに求愛するってないんですよ 可愛いじゃないですか うちこいね だから私たちは求愛の歌とか行動をサンプルとしてたくさん取りたいから このオスの出た欲しいと思ってるのに いくら大人のメス見せても全然ダメで しょうがないじゃんお母さんで行くかって言って そうするとお母さんだと急になんか自信満々に求愛し始めるみたいな そうそう若い子たちはそういうのがあって 深刻じゃない、そんな可愛いもんです,Violet
藤井1,00:48:02:32,00:48:11:16,あのないか見てる。,Lavender
藤井1,00:48:11:21,00:48:13:34,なるほど。,Lavender
相馬1,00:48:13:39,00:48:19:45,とか。,Lavender
藤井1,00:48:19:50,00:48:25:45,ね。,Lavender
相馬1,00:48:25:49,00:48:39:22,そういう。,Lavender
藤井1,00:48:39:26,00:48:45:46,社会の。,Lavender
相馬1,00:48:45:51,00:48:51:26,子との付き合い方。,Lavender
藤井1,00:48:51:30,00:48:53:46,すごいですけど。,Lavender
相馬1,00:48:53:51,00:49:02:44,そこからを。,Lavender
相馬1,00:49:02:49,00:49:06:47,見ますので。,Lavender
相馬1,00:49:06:51,00:49:11:22,そうな。,Lavender
藤井,00:49:11:27,00:49:15:26,鳥ってマザコン的なところあるってことですか? ありますあります,Rose
藤井,00:49:15:31,00:49:18:08,ありますあります ありますあります かわいいね、なんか,Rose
相馬,00:49:18:13,00:49:22:34,鳥がマザコンってマザコンなので お父さんお母さんの影響を低下 鳥って特に私たちがやってるような鳥で,Violet
藤井,00:49:22:39,00:49:25:49,いつから自信を持って歌えるんですか?若いよ,Rose
藤井,00:49:25:53,00:49:29:42,全部じゃないですけど それは経験によるんじゃないですか 人間のことじゃない,Rose
藤井,00:49:29:47,00:49:34:13,人間もそうじゃないですか 経験によるとか、そんな 経験によることだよ 面白いな ちょっと待ってください、面白いな どういう経験をしたら、それは 自信を持ってこう,Rose
相馬,00:49:34:17,00:49:46:45,やっぱりお父さんになるってことじゃないですか,Violet
藤井,00:49:46:50,00:50:00:07,じゃあやっぱりちゃんと そういうことね すげーな お子さんもいてみたいなもんだよね なるほどね すごいな 面白い ほんど歌えるようになるんですか急に,Rose
藤井,00:50:00:12,00:50:10:10,ずっとそれがお母さんにしか 気を得ないっていうのが続くのはあんま見たことないので でもそれって子供生まれちゃってるじゃないですか でもそれを成功させるためには 頑張らないとダメ,Rose
藤井,00:50:10:15,00:50:12:39,そうそうですよね だからシャイながらも チャイだけど頑張るみたいな感じなんですか?,Rose
相馬,00:50:12:44,00:50:20:12,まあそうですね いやでもダメなことはすごく時々ダメなことはダメですよね あの,Violet
藤井,00:50:20:17,00:50:24:33,面白いな、なるほどね,Rose
藤井,00:50:24:38,00:50:39:03,あとだからやっぱりそれぞれありまして だから鳥って交尾するときにメスの背中に乗るんですけど なかなか乗れないとかね 滑り落ちてしまうとか あ、変わりない 滑り落ちるんですか?,Rose
藤井,00:50:39:08,00:50:51:08,そう、そうそう そう そう そうそう なんとね 何歳ぐらいが若いオスなんですか?何ヶ月? 1歳未満 1歳未満ぐらいですかね 1歳未満ぐらいね 何歳まで寿命あるんですか?,Rose
相馬,00:50:51:13,00:51:00:24,私たち今一番たくさん飼っているのは文鳥なんですけど 文鳥の最高寿命は多分今のところ9歳ぐらいですかね,Violet
相馬,00:51:00:29,00:51:03:33,"ほう、なるほどね だいたいみんな4,5歳過ぎると中年、中高年っていう感じですよね",Violet
相馬,00:51:03:38,00:51:12:01,"4,5歳くらいでね じゃあ1歳か10年くらいの感覚なんですかね じゃあ1歳か10年くらいの",Violet
藤井,00:51:12:11,00:51:17:18,なるほどね そうですね 40歳50歳くらいの なるほどね,Rose
相馬,00:51:17:23,00:51:29:57,そうそう そうそう 可愛いね背中から落ちてね お母さんの前で歌ってね そうそう そうそう そうそう なるほどな そうそう そうそう そうそう このままは、,Violet
藤井,00:51:30:02,00:51:52:01,放送できるのかみたいなものは,Rose
相馬,00:51:52:06,00:52:40:55,あはぁ。,Violet
話者 1,00:52:41:00,00:52:46:32,はい。,Lavender
話者 1,00:52:46:37,00:53:24:38,はい。,Lavender
相馬,00:53:24:43,00:53:29:09,はい、わかりました。 鳥は聞こえそうな感じです。 じゃあ、鳥の声が聞こえそうなエリアに。 あんまりいないんですよ このでも寒い日って鳥ってあんまりいないんですよ。 あ、そうね、寒いからね そう、やっぱりあったかくて晴れてあんまり風がない日の早朝ですよね。,Violet
相馬1,00:53:29:14,00:53:33:59,そんな会話になるんですよ。,Lavender
藤井,00:53:34:04,00:53:39:52,その時に?あれは何ですか? ピンってやつは、あれはヒヨドリです ヒヨドリね ああゆっぺんみたいなのは?,Rose
相馬1,00:53:39:57,00:53:42:17,そうそうそう。,Lavender
藤井1,00:53:42:22,00:53:44:15,このの場合。,Lavender
藤井,00:53:44:29,00:53:49:45,あれは何なんですかね? 私もよくわかんない、ヒヨドリはでもよく鳴いてますよね キキキキっている,Rose
相馬,00:53:49:50,00:53:53:09,「キーキーキー」って言ってるのがヒヨドリで,Violet
相馬,00:53:53:13,00:54:04:10,あそこにもなんか泳いでますね いますよね カモですかあれは あそこじゃないですかね あれ、大判じゃないですかね バンですね あやばい バンですね、バン。 ここ、こんなに鳥いるんですね。,Violet
藤井1,00:54:04:15,00:54:06:36,でも言う。,Lavender
相馬,00:54:06:40,00:54:42:17,あ声が聞こえてますね これ何の鳥か聞かないでくださいね。私、分からないですよ。 これ私絶対何の鳥か分からない 結構長いですけど さえずり系の長さですよね こんなに長いと,Violet
